Date,Close_smoothed,close_t-1_smoothed,close_t-2_smoothed
1999-11-03,28.548291603518877,27.549503753343476,26.31711590318451
1999-11-04,28.64471178401867,27.704077536376552,26.549339492096045
1999-11-05,28.84565417305506,27.99297303900257,26.967506891533404
1999-11-08,29.16764940733772,28.389800869100952,27.50223341394119
1999-11-09,29.63333838516241,28.879905949493,28.09449390128318
1999-11-10,30.26609906809197,29.469778767344422,28.719582019360168
1999-11-11,31.08211149972795,30.182511370876732,29.39126631212065
1999-11-12,32.0808675740315,31.043706611862,30.147830342267493
1999-11-15,33.23558070780162,32.064996017404255,31.02990980917044
1999-11-16,34.485276644284845,33.22969804718812,32.06004751401298
1999-11-17,35.73309607480459,34.48331528946991,33.22810919087556
1999-11-18,36.85684566305211,35.732518522049595,34.48289937863054
1999-11-19,37.73605458616752,36.85673681137574,35.73245160503544
1999-11-22,38.28820490133572,37.73605458616752,36.85673681137574
1999-11-23,38.49969347144322,38.28820490133572,37.73605458616752
1999-11-24,38.43392448722518,38.49969347144322,38.28820490133572
1999-11-26,38.21014156207728,38.43392448722518,38.49969347144322
1999-11-29,37.96195797221774,38.21014156207728,38.43392448722518
1999-11-30,37.793632299457656,37.96195797221774,38.21014156207728
1999-12-01,37.752529110770375,37.793632299457656,37.96195797221774
1999-12-02,37.826418621132525,37.752529110770375,37.793632299457656
1999-12-03,37.96204776560245,37.826418621132525,37.752529110770375
1999-12-06,38.0934263829656,37.96204776560245,37.826418621132525
1999-12-07,38.16762102011468,38.0934263829656,37.96204776560245
1999-12-08,38.1602468555825,38.16762102011468,38.0934263829656
1999-12-09,38.08168630718194,38.1602468555825,38.16762102011468
1999-12-10,37.97653268776792,38.08168630718194,38.1602468555825
1999-12-13,37.91663547976077,37.97653268776792,38.08168630718194
1999-12-14,37.98764744899167,37.91663547976077,37.97653268776792
1999-12-15,38.26763075426577,37.98764744899167,37.91663547976077
1999-12-16,38.8018899867338,38.26763075426577,37.98764744899167
1999-12-17,39.58373069269248,38.8018899867338,38.26763075426577
1999-12-20,40.5512605845628,39.58373069269248,38.8018899867338
1999-12-21,41.60434707167602,40.5512605845628,39.58373069269248
1999-12-22,42.63408610355492,41.60434707167602,40.5512605845628
1999-12-23,43.55094034933908,42.63408610355492,41.60434707167602
1999-12-27,44.299141137969606,43.55094034933908,42.63408610355492
1999-12-28,44.85274806896185,44.299141137969606,43.55094034933908
1999-12-29,45.20168430620759,44.85274806896185,44.299141137969606
1999-12-30,45.340176680794,45.20168430620759,44.85274806896185
1999-12-31,45.26703892528602,45.340176680794,45.20168430620759
2000-01-03,44.99647983236283,45.26703892528602,45.340176680794
2000-01-04,44.569624038947495,44.99647983236283,45.26703892528602
2000-01-05,44.056522103162834,44.569624038947495,44.99647983236283
2000-01-06,43.54537212254892,44.056522103162834,44.569624038947495
2000-01-07,43.12348818699836,43.54537212254892,44.056522103162834
2000-01-10,42.8583421830747,43.12348818699836,43.54537212254892
2000-01-11,42.7835464262668,42.8583421830747,43.12348818699836
2000-01-12,42.89085128316706,42.7835464262668,42.8583421830747
2000-01-13,43.12866674167798,42.89085128316706,42.7835464262668
2000-01-14,43.40886098265037,43.12866674167798,42.89085128316706
2000-01-18,43.62456778779651,43.40886098265037,43.12866674167798
2000-01-19,43.67580087307314,43.62456778779651,43.40886098265037
2000-01-20,43.494840365670456,43.67580087307314,43.62456778779651
2000-01-21,43.06337685322683,43.494840365670456,43.67580087307314
2000-01-24,42.41595578779459,43.06337685322683,43.494840365670456
2000-01-25,41.63162329840823,42.41595578779459,43.06337685322683
2000-01-26,40.81615146655773,41.63162329840823,42.41595578779459
2000-01-27,40.08050840775307,40.81615146655773,41.63162329840823
2000-01-28,39.518676757868846,40.08050840775307,40.81615146655773
2000-01-31,39.19346307688722,39.518676757868846,40.08050840775307
2000-02-01,39.13534251215239,39.19346307688722,39.518676757868846
2000-02-02,39.3575603612473,39.13534251215239,39.19346307688722
2000-02-03,39.878160982865104,39.3575603612473,39.13534251215239
2000-02-04,40.73487168964113,39.878160982865104,39.3575603612473
2000-02-07,41.978395535778674,40.73487168964113,39.878160982865104
